sample_id,jaccard,f1,recall,precision,accuracy
1,0.04472075432597658,0.0856128379584631,0.9786848072562359,0.04476435446398938,0.2966156005859375
2,0.10945992712171487,0.19732110091743119,1.0,0.10945992712171487,0.332489013671875
3,0.1589960804147174,0.2743686248840888,1.0,0.1589960804147174,0.3910369873046875
4,0.1380497207143419,0.24260753849610286,0.8687956430251269,0.14098907279447212,0.3312835693359375
5,0.013328248258696482,0.026305885149456254,1.0,0.013328248258696482,0.2499542236328125
6,0.07867240319606637,0.14586894586894586,0.58,0.0834251039442634,0.3366851806640625
7,0.16779757474937618,0.2873744189533663,0.8929528246942341,0.17124220966336812,0.41986083984375
8,0.04491868689922012,0.08597546864151817,1.0,0.04491868689922012,0.276824951171875
9,0.15540088673123126,0.26899907818294855,0.8819229687939275,0.15870285584195482,0.4796905517578125
10,0.5187344864268547,0.683114120424417,0.692091360685468,0.6743667887417727,0.627227783203125
11,0.24829176273317963,0.39781046410101417,0.9617601688722903,0.2507673744152078,0.4527587890625
12,0.1769703835572099,0.30072189755929873,0.8153602386056482,0.18435860150471012,0.37921142578125
13,0.25719834186055196,0.4091611216730038,0.8794534542204061,0.26659698834823675,0.39300537109375
14,0.10823899872448979,0.19533511967917708,0.9358952266069275,0.10904746606698257,0.3172454833984375
15,0.3966194196866779,0.5679706498362407,0.9536014349098462,0.4044239815834251,0.5310211181640625
16,0.01300819809268864,0.025682315537388003,1.0,0.01300819809268864,0.279876708984375
17,0.017419750562257207,0.034242996664121214,1.0,0.017419750562257207,0.266693115234375
18,0.03240142210730446,0.06276903811536354,1.0,0.03240142210730446,0.26910400390625
19,0.43490335075090436,0.6061779011433955,0.9692971740369737,0.4409781400518711,0.528045654296875
20,0.1454618312963334,0.25397935980409303,0.998874296435272,0.14548568097354805,0.2841339111328125
21,0.40726316218751274,0.5788017097732377,0.8843480185964135,0.43017445617057937,0.5564422607421875
22,0.3542712011398129,0.5231909248925075,0.9284593322149467,0.36421338654552404,0.5228271484375
23,0.11293354818907306,0.20294751357407567,1.0,0.11293354818907306,0.2944183349609375
24,0.059599060863283364,0.11249360831770921,1.0,0.059599060863283364,0.2849273681640625
25,0.3024094647237051,0.4643846239060596,0.9018378511279119,0.31270247229326514,0.4835662841796875
26,0.25272221370199155,0.40347686173003605,0.9169316375198728,0.25864388537602584,0.47955322265625
27,0.0924341977372575,0.16922611527305728,1.0,0.0924341977372575,0.2876129150390625
28,0.05353418308227115,0.10162780466344039,1.0,0.05353418308227115,0.31451416015625
29,0.21747695367784875,0.35725843190850964,0.9395967608659725,0.22056056638541363,0.3756866455078125
30,0.4207547169811321,0.5922974767596282,0.9447000409966747,0.4313794824860637,0.5643463134765625
31,0.008960130072105188,0.017761118214779912,1.0,0.008960130072105188,0.1443328857421875
32,0.004077108815263429,0.008121106993613498,0.6167664670658682,0.0040874637882455656,0.232177734375
33,0.13991887780970086,0.24548918442082165,0.940902375269917,0.14115942028985506,0.2234649658203125
34,0.030188613281591413,0.05860793429938575,1.0,0.030188613281591413,0.1534423828125
35,0.04719844927218199,0.09014232078931285,1.0,0.04719844927218199,0.2049713134765625
36,0.0198450839599706,0.038917840115312116,0.7905405405405406,0.01994998294873252,0.2064208984375
37,0.025003571938848407,0.04878728742681907,0.791343669250646,0.02516950893774399,0.2711181640625
38,0.009306508690636792,0.01844139240261124,1.0,0.009306508690636792,0.2268218994140625
39,0.15272231608047918,0.2649767666505671,0.864110362806865,0.15648051615949013,0.3265838623046875
40,0.018274478483275333,0.03589303055202809,1.0,0.018274478483275333,0.212249755859375
